"dv","task_group","var","task","retest_reliability","type","days","sample_size","reference","overall_difference","raw_fit","rt_acc","ddm_task","mturk","clinical","total_trial_numbers","condition_trial_numbers","mean_icc2.1","mean_icc3.k","mean_pearson"
"kirby.exp_discount_rate_large","Kirby","exp discount rate large","task",0.61,"Spearman",49,53,"Wölbert and Riedl (2013)","condition","fit","",0,0,"",27,NA,0.624845463886959,0.768858793216663,0.629269624529798
"kirby.exp_discount_rate_medium","Kirby","exp discount rate medium","task",0.68,"Spearman",49,53,"Wölbert and Riedl (2013)","condition","fit","",0,0,"",27,NA,0.613898595689015,0.758716655721998,0.616193142500227
"kirby.exp_discount_rate_small","Kirby","exp discount rate small","task",0.67,"Spearman",49,53,"Wölbert and Riedl (2013)","condition","fit","",0,0,"",27,NA,0.642957290871848,0.780937903391788,0.644266410328541
"kirby.hyp_discount_rate","Kirby","hyp discount rate","task",0.77,"Pearson",35,81,"Kirby (2009)","overall","fit","",0,0,"",27,NA,0.65865123933116,0.793215474949361,0.665845829766757
"kirby.hyp_discount_rate","Kirby","hyp discount rate","task",0.71,"Pearson",360,37,"Kirby (2009)","overall","fit","",0,0,"",27,NA,0.65865123933116,0.793215474949361,0.665845829766757
"kirby.hyp_discount_rate","Kirby","hyp discount rate","task",0.73,"Pearson",399,46,"Kirby (2009)","overall","fit","",0,0,"",27,NA,0.65865123933116,0.793215474949361,0.665845829766757
"kirby.hyp_discount_rate","Kirby","hyp discount rate","task",0.65,"Spearman",1,220,"Yoon and Chapman (2016)","overall","fit","",0,1,"",27,NA,0.65865123933116,0.793215474949361,0.665845829766757
"kirby.hyp_discount_rate","Kirby","hyp discount rate","task",0.85,"Pearson",1,93,"Arfer and Luhmann (2017)","overall","fit","",0,1,"",27,NA,0.65865123933116,0.793215474949361,0.665845829766757
"kirby.hyp_discount_rate","Kirby","hyp discount rate","task",0.77,"Pearson",30,93,"Arfer and Luhmann (2017)","overall","fit","",0,1,"",27,NA,0.65865123933116,0.793215474949361,0.665845829766757
"kirby.hyp_discount_rate","Kirby","hyp discount rate","task",0.56,"ICC",28,90,"Black and Rosen (2011)","overall","fit","",0,0,"",27,NA,0.65865123933116,0.793215474949361,0.665845829766757
"kirby.hyp_discount_rate_large","Kirby","hyp discount rate large","task",0.66,"Pearson",35,81,"Kirby (2009)","condition","fit","",0,0,"",27,NA,0.588587643188768,0.740495252710783,0.597310396552763
"kirby.hyp_discount_rate_large","Kirby","hyp discount rate large","task",0.59,"Pearson",360,37,"Kirby (2009)","condition","fit","",0,0,"",27,NA,0.588587643188768,0.740495252710783,0.597310396552763
"kirby.hyp_discount_rate_large","Kirby","hyp discount rate large","task",0.57,"Pearson",399,46,"Kirby (2009)","condition","fit","",0,0,"",27,NA,0.588587643188768,0.740495252710783,0.597310396552763
"kirby.hyp_discount_rate_medium","Kirby","hyp discount rate medium","task",0.75,"Pearson",35,81,"Kirby (2009)","condition","fit","",0,0,"",27,NA,0.598966788015694,0.746782681731776,0.604272321792451
"kirby.hyp_discount_rate_medium","Kirby","hyp discount rate medium","task",0.71,"Pearson",360,37,"Kirby (2009)","condition","fit","",0,0,"",27,NA,0.598966788015694,0.746782681731776,0.604272321792451
"kirby.hyp_discount_rate_medium","Kirby","hyp discount rate medium","task",0.61,"Pearson",399,46,"Kirby (2009)","condition","fit","",0,0,"",27,NA,0.598966788015694,0.746782681731776,0.604272321792451
"kirby.hyp_discount_rate_small","Kirby","hyp discount rate small","task",0.77,"Pearson",35,81,"Kirby (2009)","condition","fit","",0,0,"",27,NA,0.63038712367328,0.771207684308097,0.632569604252543
"kirby.hyp_discount_rate_small","Kirby","hyp discount rate small","task",0.71,"Pearson",360,37,"Kirby (2009)","condition","fit","",0,0,"",27,NA,0.63038712367328,0.771207684308097,0.632569604252543
"kirby.hyp_discount_rate_small","Kirby","hyp discount rate small","task",0.59,"Pearson",399,46,"Kirby (2009)","condition","fit","",0,0,"",27,NA,0.63038712367328,0.771207684308097,0.632569604252543
"leisure_time_activity_survey.activity_level","Leisure Time Activity ","activity level","survey",0.8,"Spearman",28,267,"Kiernan et al. (2013)","overall","raw","",0,0,"obese",1,NA,0.554065152678426,0.713407719081128,0.559175093882595
"leisure_time_activity_survey.activity_level","Leisure Time Activity ","activity level","survey",0.86,"Pearson",9,60,"Riebl et al. (2013)","overall","raw","",0,0,"",1,NA,0.554065152678426,0.713407719081128,0.559175093882595
"local_global_letter.acc","Local Global Letter","acc","task",0.17,"Pearson",540,211,"Ven et al. (2013)","overall","raw","accuracy",1,0,"",NA,NA,0.430797733342653,0.602090967517222,0.43724684356521
"local_global_letter.conflict_rt","Local Global Letter","conflict rt","task",0.31,"Pearson",9,55,"Dale and Arnell (2013)","difference","raw","rt",1,0,"",96,24,0.129558973609061,0.219984823371961,0.130890913401007
"local_global_letter.conflict_rt","Local Global Letter","conflict rt","task",0.27,"Pearson",9,58,"Dale and Arnell (2013)","difference","raw","rt",1,0,"",96,24,0.129558973609061,0.219984823371961,0.130890913401007
"local_global_letter.congruent_rt","Local Global Letter","congruent rt","task",0.73,"Pearson",9,55,"Dale and Arnell (2013)","condition","raw","rt",1,0,"",96,24,0.411985166770482,0.580824427826735,0.414972870785991
"local_global_letter.congruent_rt","Local Global Letter","congruent rt","task",0.83,"Pearson",9,58,"Dale and Arnell (2013)","condition","raw","rt",1,0,"",96,24,0.411985166770482,0.580824427826735,0.414972870785991
"local_global_letter.global_conflict_rt","Local Global Letter","global conflict rt","task",0,"ICC",21,42,"Hedge, Powell and Sumner (2017)","condition","raw","rt",1,0,"",640,160,0.0932843479248751,0.160956978102845,0.09378266180069
"local_global_letter.global_congruent_errors","Local Global Letter","global congruent errors","task",0.6,"ICC",21,42,"Hedge, Powell and Sumner (2017)","condition","raw","accuracy",1,0,"",640,160,0.235877343447767,0.377072180192518,0.239955356168731
"local_global_letter.global_congruent_rt","Local Global Letter","global congruent rt","task",0.63,"ICC",21,42,"Hedge, Powell and Sumner (2017)","condition","raw","rt",1,0,"",640,160,0.341536248145674,0.507954647655624,0.346174478350197
"local_global_letter.global_error_cost","Local Global Letter","global error cost","task",0.17,"ICC",21,42,"Hedge, Powell and Sumner (2017)","difference","raw","rt",1,0,"",640,160,0.042759598945803,0.0706722454103848,0.0432860734475402
"local_global_letter.global_incongruent_errors","Local Global Letter","global incongruent errors","task",0.71,"ICC",21,42,"Hedge, Powell and Sumner (2017)","condition","raw","accuracy",1,0,"",640,160,0.251259231906988,0.394903237804914,0.253558144928515
"local_global_letter.global_incongruent_rt","Local Global Letter","global incongruent rt","task",0.7,"ICC",21,42,"Hedge, Powell and Sumner (2017)","condition","raw","rt",1,0,"",640,160,0.408367786105993,0.578179682273698,0.411293307535005
"local_global_letter.incongruent_rt","Local Global Letter","incongruent rt","task",0.66,"Pearson",9,55,"Dale and Arnell (2013)","condition","raw","rt",1,0,"",96,24,0.415027433190021,0.583835410614394,0.418390665927546
"local_global_letter.incongruent_rt","Local Global Letter","incongruent rt","task",0.66,"Pearson",9,58,"Dale and Arnell (2013)","condition","raw","rt",1,0,"",96,24,0.415027433190021,0.583835410614394,0.418390665927546
"local_global_letter.local_conflict_rt","Local Global Letter","local conflict rt","task",0.14,"ICC",21,42,"Hedge, Powell and Sumner (2017)","difference","raw","rt",1,0,"",640,160,0.172760705695268,0.286909770431556,0.173999342961561
"local_global_letter.local_congruent_errors","Local Global Letter","local congruent errors","task",0.56,"ICC",21,42,"Hedge, Powell and Sumner (2017)","condition","raw","accuracy",1,0,"",640,160,0.233869778035222,0.370514169106196,0.238948850620787
"local_global_letter.local_congruent_rt","Local Global Letter","local congruent rt","task",0.69,"ICC",21,42,"Hedge, Powell and Sumner (2017)","condition","raw","rt",1,0,"",640,160,0.296493486827637,0.453523181211912,0.298826373100888
"local_global_letter.local_error_cost","Local Global Letter","local error cost","task",0.82,"ICC",21,42,"Hedge, Powell and Sumner (2017)","difference","raw","rt",1,0,"",640,160,-0.0125414575541562,-0.0446408149921156,-0.0125341140081538
"local_global_letter.local_incongruent_errors","Local Global Letter","local incongruent errors","task",0.8,"ICC",21,42,"Hedge, Powell and Sumner (2017)","condition","raw","accuracy",1,0,"",640,160,0.321911908400297,0.485269165140488,0.327143045552352
"local_global_letter.local_incongruent_rt","Local Global Letter","local incongruent rt","task",0.68,"ICC",21,42,"Hedge, Powell and Sumner (2017)","condition","raw","rt",1,0,"",640,160,0.348161026129805,0.511547985274255,0.350234388093931
"mindful_attention_awareness_survey.mindfulness","Mindful Attention Awareness ","mindfulness","survey",0.81,"ICC",28,61,"Brown and Ryan (2003)","overall","raw","",0,0,"",15,NA,0.705129453661598,0.826665437486242,0.707829255232547
"mindful_attention_awareness_survey.mindfulness","Mindful Attention Awareness ","mindfulness","survey",0.73,"Pearson",70,82,"Barnes et al. (2007)","overall","raw","",0,0,"",15,NA,0.705129453661598,0.826665437486242,0.707829255232547
"mindful_attention_awareness_survey.mindfulness","Mindful Attention Awareness ","mindfulness","survey",0.54,"Pearson",20,70,"Deng et al. (2012)","overall","raw","",0,0,"",15,NA,0.705129453661598,0.826665437486242,0.707829255232547
"mindful_attention_awareness_survey.mindfulness","Mindful Attention Awareness ","mindfulness","survey",0.66,"Pearson",56,441,"Murphy et al. (2012)","overall","raw","",0,0,"",15,NA,0.705129453661598,0.826665437486242,0.707829255232547
"mindful_attention_awareness_survey.mindfulness","Mindful Attention Awareness ","mindfulness","survey",0.94,"Pearson",21,46,"Matvienko-Sikar and Dockray (2017)","overall","raw","",0,0,"pregnant",15,NA,0.705129453661598,0.826665437486242,0.707829255232547
"probabilistic_selection.approach_trial_acc","Probabilistic Selection","approach trial acc","task",0.09,"Pearson",50,90,"Baker, Stockwell and Holroyd (2013)","condition","raw","accuracy",0,0,"",78,13,0.196401742138112,0.321104409933017,0.204544588817185
"probabilistic_selection.approach_trial_rt","Probabilistic Selection","approach trial rt","task",0.269,"Pearson",50,90,"Baker, Stockwell and Holroyd (2013)","condition","raw","rt",0,0,"",78,13,0.384909943798079,0.543543155966385,0.407968582634586
"probabilistic_selection.avoid_trial_acc","Probabilistic Selection","avoid trial acc","task",-0.08,"Pearson",50,90,"Baker, Stockwell and Holroyd (2013)","condition","raw","accuracy",0,0,"",78,13,0.128043739819956,0.208245101333159,0.131400821352059
"probabilistic_selection.avoid_trial_rt","Probabilistic Selection","avoid trial rt","task",0.257,"Pearson",50,90,"Baker, Stockwell and Holroyd (2013)","condition","raw","rt",0,0,"",78,13,0.496516589991944,0.658286004987986,0.50688647630026
"psychological_refractory_period_two_choices.PRP_slowing","Psychological Refractory Period","PRP slowing","task",0.47,"Pearson",7,66,"Bender et al. (2016)","difference","raw","rt",0,0,"",160,NA,0.416675227001365,0.582962355381093,0.419220467022232
"ravens.score","Raven's","score","task",0.86,"Pearson",7,20,"Watts, Baddeley and Williams (1982)","overall","raw","accuracy",0,0,"",12,6,0.566296119361009,0.721429029803125,0.568833587764762
"ravens.score","Raven's","score","task",0.91,"Pearson",7,20,"Watts, Baddeley and Williams (1982)","overall","raw","accuracy",0,0,"",12,6,0.566296119361009,0.721429029803125,0.568833587764762
"ravens.score","Raven's","score","task",0.82,"Pearson",42,31,"Calvert and Waterfall (1982)","overall","raw","accuracy",0,0,"",60,NA,0.566296119361009,0.721429029803125,0.568833587764762
"ravens.score","Raven's","score","task",1,"Pearson",42,31,"Calvert and Waterfall (1982)","overall","raw","accuracy",0,0,"",60,NA,0.566296119361009,0.721429029803125,0.568833587764762
"ravens.score","Raven's","score","task",0.84,"Pearson",42,31,"Calvert and Waterfall (1982)","overall","raw","accuracy",0,0,"",60,NA,0.566296119361009,0.721429029803125,0.568833587764762
"ravens.score","Raven's","score","task",0.96,"Pearson",42,31,"Calvert and Waterfall (1982)","overall","raw","accuracy",0,0,"",60,NA,0.566296119361009,0.721429029803125,0.568833587764762
"ravens.score","Raven's","score","task",0.83,"Pearson",14,38,"Bors and Stokes (1998)","overall","raw","accuracy",0,0,"",12,NA,0.566296119361009,0.721429029803125,0.568833587764762
"ravens.score","Raven's","score","task",0.87,"Pearson",3600,217,"Choudhury and Gorman (1999)","overall","raw","accuracy",0,0,"",12,NA,0.566296119361009,0.721429029803125,0.568833587764762
"ravens.score","Raven's","score","task",0.76,"Pearson",7,71,"Arthur et al. (1999)","overall","raw","accuracy",0,0,"",12,NA,0.566296119361009,0.721429029803125,0.568833587764762
"ravens.score","Raven's","score","task",0.84,"Pearson",14,50,"Costenbader and Ngari (2001)","overall","raw","accuracy",0,0,"",36,12,0.566296119361009,0.721429029803125,0.568833587764762
"ravens.score","Raven's","score","task",0.85,"Pearson",45,67,"Bors and Vigneau (2003)","overall","raw","accuracy",0,0,"",36,NA,0.566296119361009,0.721429029803125,0.568833587764762
"ravens.score","Raven's","score","task",0.91,"Pearson",45,67,"Bors and Vigneau (2003)","overall","raw","accuracy",0,0,"",36,NA,0.566296119361009,0.721429029803125,0.568833587764762
"ravens.score","Raven's","score","task",0.952,"Pearson",53,10,"Williams and McCord (2006)","overall","raw","accuracy",0,0,"",60,NA,0.566296119361009,0.721429029803125,0.568833587764762
"ravens.score","Raven's","score","task",0.826,"Pearson",53,11,"Williams and McCord (2006)","overall","raw","accuracy",0,0,"",60,NA,0.566296119361009,0.721429029803125,0.568833587764762
"ravens.score","Raven's","score","task",0.594,"Pearson",53,25,"Williams and McCord (2006)","overall","raw","accuracy",0,0,"",60,NA,0.566296119361009,0.721429029803125,0.568833587764762
"selection_optimization_compensation_survey.compensation","Selection Optimization Compensation ","compensation","survey",0.76,"Pearson",30,218,"Freund and Baltes (2002)","condition","fit","",0,0,"",12,NA,0.656953406759907,0.791297608744797,0.657939004353051
"selection_optimization_compensation_survey.elective_selection","Selection Optimization Compensation ","elective selection","survey",0.77,"Pearson",30,218,"Freund and Baltes (2002)","condition","fit","",0,0,"",12,NA,0.552503221297606,0.708988523325916,0.553934038129626
"selection_optimization_compensation_survey.optimization","Selection Optimization Compensation ","optimization","survey",0.71,"Pearson",30,218,"Freund and Baltes (2002)","condition","fit","",0,0,"",12,NA,0.689087087401349,0.822335230424299,0.703891061451909
"sensation_seeking_survey.boredom_susceptibility","Sensation Seeking ","boredom susceptibility","survey",0.82,"Pearson",7,38,"Zuckerman et al. (1972)","condition","fit","",0,0,"",10,NA,0.61248340419511,0.758487990979913,0.614949533825871
"sensation_seeking_survey.boredom_susceptibility","Sensation Seeking ","boredom susceptibility","survey",0.66,"Pearson",42,31,"Zaleski (1984)","condition","fit","",0,0,"",10,NA,0.61248340419511,0.758487990979913,0.614949533825871
"sensation_seeking_survey.boredom_susceptibility","Sensation Seeking ","boredom susceptibility","survey",0.66,"Pearson",14,61,"Thombs et al. (1994)","condition","fit","",0,0,"alcoholic",10,NA,0.61248340419511,0.758487990979913,0.614949533825871
"sensation_seeking_survey.boredom_susceptibility","Sensation Seeking ","boredom susceptibility","survey",0.52,"Pearson",90,87,"Euwema (2013)","condition","fit","",0,0,"",10,NA,0.61248340419511,0.758487990979913,0.614949533825871
"sensation_seeking_survey.disinhibition","Sensation Seeking ","disinhibition","survey",0.91,"Pearson",7,38,"Zuckerman et al. (1972)","condition","fit","",0,0,"",10,NA,0.669296349954452,0.800528886753702,0.670724270619538
"sensation_seeking_survey.disinhibition","Sensation Seeking ","disinhibition","survey",0.91,"Pearson",42,31,"Zaleski (1984)","condition","fit","",0,0,"",10,NA,0.669296349954452,0.800528886753702,0.670724270619538
"sensation_seeking_survey.disinhibition","Sensation Seeking ","disinhibition","survey",0.81,"Pearson",14,61,"Thombs et al. (1994)","condition","fit","",0,0,"alcoholic",10,NA,0.669296349954452,0.800528886753702,0.670724270619538
"sensation_seeking_survey.disinhibition","Sensation Seeking ","disinhibition","survey",0.57,"Pearson",90,87,"Euwema (2013)","condition","fit","",0,0,"",10,NA,0.669296349954452,0.800528886753702,0.670724270619538
"sensation_seeking_survey.experience_seeking","Sensation Seeking ","experience seeking","survey",0.92,"Pearson",7,38,"Zuckerman et al. (1972)","condition","fit","",0,0,"",10,NA,0.632913653255612,0.772977997236384,0.633835089567162
"sensation_seeking_survey.experience_seeking","Sensation Seeking ","experience seeking","survey",0.78,"Pearson",42,31,"Zaleski (1984)","condition","fit","",0,0,"",10,NA,0.632913653255612,0.772977997236384,0.633835089567162
"sensation_seeking_survey.experience_seeking","Sensation Seeking ","experience seeking","survey",0.63,"Pearson",14,61,"Thombs et al. (1994)","condition","fit","",0,0,"alcoholic",10,NA,0.632913653255612,0.772977997236384,0.633835089567162
"sensation_seeking_survey.experience_seeking","Sensation Seeking ","experience seeking","survey",0.69,"Pearson",90,87,"Euwema (2013)","condition","fit","",0,0,"",10,NA,0.632913653255612,0.772977997236384,0.633835089567162
"sensation_seeking_survey.thrill_adventure_seeking","Sensation Seeking ","thrill adventure seeking","survey",0.94,"Pearson",7,38,"Zuckerman et al. (1972)","condition","fit","",0,0,"",10,NA,0.672782968370176,0.803163029014064,0.67425635634718
"sensation_seeking_survey.thrill_adventure_seeking","Sensation Seeking ","thrill adventure seeking","survey",0.83,"Pearson",42,31,"Zaleski (1984)","condition","fit","",0,0,"",10,NA,0.672782968370176,0.803163029014064,0.67425635634718
"sensation_seeking_survey.thrill_adventure_seeking","Sensation Seeking ","thrill adventure seeking","survey",0.69,"Pearson",14,61,"Thombs et al. (1994)","condition","fit","",0,0,"alcoholic",10,NA,0.672782968370176,0.803163029014064,0.67425635634718
"sensation_seeking_survey.thrill_adventure_seeking","Sensation Seeking ","thrill adventure seeking","survey",0.71,"Pearson",90,87,"Euwema (2013)","condition","fit","",0,0,"",10,NA,0.672782968370176,0.803163029014064,0.67425635634718
"sensation_seeking_survey.total","Sensation Seeking ","total","survey",0.89,"Pearson",7,38,"Zuckerman et al. (1972)","overall","raw","",0,0,"",40,NA,0.665985005514212,0.797626125059458,0.667198811563416
"sensation_seeking_survey.total","Sensation Seeking ","total","survey",0.82,"Pearson",14,61,"Thombs et al. (1994)","overall","raw","",0,0,"alcoholic",40,NA,0.665985005514212,0.797626125059458,0.667198811563416
"sensation_seeking_survey.total","Sensation Seeking ","total","survey",0.67,"Pearson",90,87,"Euwema (2013)","overall","raw","",0,0,"",40,NA,0.665985005514212,0.797626125059458,0.667198811563416
"shape_matching.negative_priming","Shape Matching","negative priming","task",0.348,"Pearson",15,86,"DeSchepper and Treisman (1996)","overall","raw","rt",1,0,"",192,32,0.215957528664196,0.350782340896187,0.226231850336305
"shape_matching.negative_priming","Shape Matching","negative priming","task",0.508,"Pearson",15,86,"DeSchepper and Treisman (1996)","overall","raw","rt",1,0,"",192,32,0.215957528664196,0.350782340896187,0.226231850336305
"shift_task.learning_to_learn","Shift ","learning to learn","task",0.12,"Kendall's Tau",360,87,"Paolo, Axelrod and Tröster (1996)","overall","fit","",0,0,"",128,NA,0.148903702498348,0.252348351887126,0.151833005674766
"shift_task.learning_to_learn","Shift ","learning to learn","task",0.61,"Spearman",12,29,"Ingram et al. (1999)","overall","fit","",0,0,"",128,NA,0.148903702498348,0.252348351887126,0.151833005674766
"shift_task.acc","Shift ","acc","task",0.34,"Spearman",12,29,"Ingram et al. (1999)","overall","raw","accuracy",0,0,"",128,NA,0.375876353835996,0.54506354408109,0.380626701656621
"shift_task.conceptual_responses","Shift ","conceptual responses","task",0.58,"Pearson",360,87,"Paolo, Axelrod and Tröster (1996)","overall","raw","",0,0,"",128,NA,0.40644327109046,0.575288278869675,0.41272007525831
"shift_task.conceptual_responses","Shift ","conceptual responses","task",0.45,"Spearman",12,29,"Ingram et al. (1999)","overall","raw","",0,0,"",128,NA,0.40644327109046,0.575288278869675,0.41272007525831
"shift_task.conceptual_responses","Shift ","conceptual responses","task",0.8,"Pearson",462,34,"Greve et al. (2012)","overall","raw","",0,0,"trauma",128,NA,0.40644327109046,0.575288278869675,0.41272007525831
"shift_task.conceptual_responses","Shift ","conceptual responses","task",0.81,"Pearson",462,34,"Greve et al. (2012)","overall","raw","",0,0,"trauma",64,NA,0.40644327109046,0.575288278869675,0.41272007525831
"shift_task.fail_to_maintain_set","Shift ","fail to maintain set","task",0.13,"Kendall's Tau",360,87,"Paolo, Axelrod and Tröster (1996)","overall","raw","",0,0,"",128,NA,0.330315208993961,0.491848545660693,0.332570210800891
"shift_task.fail_to_maintain_set","Shift ","fail to maintain set","task",0.5,"Spearman",12,29,"Ingram et al. (1999)","overall","raw","",0,0,"",128,NA,0.330315208993961,0.491848545660693,0.332570210800891
"shift_task.fail_to_maintain_set","Shift ","fail to maintain set","task",0.31,"Spearman",510,54,"Tröster, Woods and Morgan (2007)","overall","raw","",0,0,"",128,NA,0.330315208993961,0.491848545660693,0.332570210800891
"shift_task.nonperseverative_errors","Shift ","nonperseverative errors","task",0.55,"Pearson",360,87,"Paolo, Axelrod and Tröster (1996)","overall","raw","accuracy",0,0,"",128,NA,0.390477067266956,0.560090891662713,0.396821307194198
"shift_task.nonperseverative_errors","Shift ","nonperseverative errors","task",0.8,"Spearman",12,29,"Ingram et al. (1999)","overall","raw","accuracy",0,0,"",128,NA,0.390477067266956,0.560090891662713,0.396821307194198
"shift_task.nonperseverative_errors","Shift ","nonperseverative errors","task",0.39,"Pearson",462,34,"Greve et al. (2012)","overall","raw","accuracy",0,0,"trauma",128,NA,0.390477067266956,0.560090891662713,0.396821307194198
"shift_task.nonperseverative_errors","Shift ","nonperseverative errors","task",0.46,"Pearson",462,34,"Greve et al. (2012)","overall","raw","accuracy",0,0,"trauma",64,NA,0.390477067266956,0.560090891662713,0.396821307194198
"shift_task.perseverative_errors","Shift ","perseverative errors","task",0.93,"ICC",720,17,"Ozonoff (1995)","overall","raw","accuracy",0,0,"",128,NA,0.0686668845535462,0.117687248679409,0.0691224733953657
"shift_task.perseverative_errors","Shift ","perseverative errors","task",0.94,"ICC",720,17,"Ozonoff (1995)","overall","raw","accuracy",0,0,"",128,NA,0.0686668845535462,0.117687248679409,0.0691224733953657
"shift_task.perseverative_errors","Shift ","perseverative errors","task",0.65,"Pearson",360,87,"Paolo, Axelrod and Tröster (1996)","overall","raw","accuracy",0,0,"",128,NA,0.0686668845535462,0.117687248679409,0.0691224733953657
"shift_task.perseverative_errors","Shift ","perseverative errors","task",0.83,"Spearman",12,29,"Ingram et al. (1999)","overall","raw","accuracy",0,0,"",128,NA,0.0686668845535462,0.117687248679409,0.0691224733953657
"shift_task.perseverative_errors","Shift ","perseverative errors","task",0.67,"Pearson",462,34,"Greve et al. (2012)","overall","raw","accuracy",0,0,"trauma",128,NA,0.0686668845535462,0.117687248679409,0.0691224733953657
"shift_task.perseverative_errors","Shift ","perseverative errors","task",0.45,"Pearson",462,34,"Greve et al. (2012)","overall","raw","accuracy",0,0,"trauma",64,NA,0.0686668845535462,0.117687248679409,0.0691224733953657
"shift_task.perseverative_errors","Shift ","perseverative errors","task",0.38,"Pearson",30,90,"Bird et al. (2004)","overall","raw","accuracy",0,0,"",48,NA,0.0686668845535462,0.117687248679409,0.0691224733953657
"shift_task.perseverative_errors","Shift ","perseverative errors","task",0.52,"Pearson",56,41,"Harvey et al. (2005)","overall","raw","accuracy",0,0,"",128,NA,0.0686668845535462,0.117687248679409,0.0691224733953657
"shift_task.perseverative_errors","Shift ","perseverative errors","task",0.63,"Spearman",510,54,"Tröster, Woods and Morgan (2007)","overall","raw","accuracy",0,0,"",128,NA,0.0686668845535462,0.117687248679409,0.0691224733953657
"shift_task.perseverative_responses","Shift ","perseverative responses","task",0.63,"Pearson",360,87,"Paolo, Axelrod and Tröster (1996)","overall","raw","",0,0,"",128,NA,0.194214080647775,0.318086045698779,0.195384881216528
"shift_task.perseverative_responses","Shift ","perseverative responses","task",0.79,"Spearman",12,29,"Ingram et al. (1999)","overall","raw","",0,0,"",128,NA,0.194214080647775,0.318086045698779,0.195384881216528
"shift_task.perseverative_responses","Shift ","perseverative responses","task",0.66,"Pearson",462,34,"Greve et al. (2012)","overall","raw","",0,0,"trauma",128,NA,0.194214080647775,0.318086045698779,0.195384881216528
"shift_task.perseverative_responses","Shift ","perseverative responses","task",0.49,"Pearson",462,34,"Greve et al. (2012)","overall","raw","",0,0,"trauma",64,NA,0.194214080647775,0.318086045698779,0.195384881216528
"shift_task.perseverative_responses","Shift ","perseverative responses","task",0.38,"Pearson",360,57,"Woods et al. (2006)","overall","raw","",0,0,"",64,NA,0.194214080647775,0.318086045698779,0.195384881216528
"shift_task.total_errors","Shift ","total errors","task",0.94,"ICC",720,17,"Ozonoff (1995)","overall","raw","accuracy",0,0,"",128,NA,0.325977758106748,0.489470670263956,0.329213547543126
"shift_task.total_errors","Shift ","total errors","task",0.79,"Spearman",12,29,"Ingram et al. (1999)","overall","raw","accuracy",0,0,"",128,NA,0.325977758106748,0.489470670263956,0.329213547543126
"shift_task.total_errors","Shift ","total errors","task",0.34,"Pearson",30,90,"Bird et al. (2004)","overall","raw","accuracy",0,0,"",48,NA,0.325977758106748,0.489470670263956,0.329213547543126
"shift_task.total_errors","Shift ","total errors","task",0.9,"ICC",720,17,"Ozonoff (1995)","overall","raw","accuracy",0,0,"",128,NA,0.325977758106748,0.489470670263956,0.329213547543126
"shift_task.total_errors","Shift ","total errors","task",0.66,"Pearson",360,87,"Paolo, Axelrod and Tröster (1996)","overall","raw","accuracy",0,0,"",128,NA,0.325977758106748,0.489470670263956,0.329213547543126
"shift_task.total_errors","Shift ","total errors","task",0.78,"Pearson",462,34,"Greve et al. (2012)","overall","raw","accuracy",0,0,"trauma",128,NA,0.325977758106748,0.489470670263956,0.329213547543126
"shift_task.total_errors","Shift ","total errors","task",0.78,"Pearson",462,34,"Greve et al. (2012)","overall","raw","accuracy",0,0,"trauma",64,NA,0.325977758106748,0.489470670263956,0.329213547543126
"simon.acc","Simon","acc","task",0.15,"Pearson",540,208,"Ven et al. (2013)","overall","raw","accuracy",1,0,"",NA,NA,0.436662648274223,0.602759402120909,0.456266629275615
"simon.congruent_acc","Simon","congruent acc","task",0.68,"ICC",66.5,23,"Wöstmann et al. (2013)","overall","raw","accuracy",1,0,"",220,NA,0.271644195735633,0.41855943811683,0.275524744395752
"simon.congruent_avg_rt","Simon","congruent avg rt","task",0.94,"ICC",66.5,23,"Wöstmann et al. (2013)","condition","raw","rt",1,0,"",220,NA,0.58871360448376,0.740347416433436,0.593545246984481
"simon.congruent_avg_rt","Simon","congruent avg rt","task",0.714,"Pearson",7,75,"Paap and Sawi (2016)","condition","raw","rt",1,0,"",160,20,0.58871360448376,0.740347416433436,0.593545246984481
"simon.congruent_sd_rt","Simon","congruent sd rt","task",0.9,"ICC",66.5,23,"Wöstmann et al. (2013)","condition","raw","rt",1,0,"",220,NA,0.404963995343261,0.576191962243091,0.413968314651726
"simon.incongruent_acc","Simon","incongruent acc","task",0.85,"ICC",66.5,23,"Wöstmann et al. (2013)","overall","raw","accuracy",1,0,"",220,NA,0.456836574181207,0.622885878540812,0.481653218956423
"simon.incongruent_avg_rt","Simon","incongruent avg rt","task",0.96,"ICC",66.5,23,"Wöstmann et al. (2013)","condition","raw","rt",1,0,"",220,NA,0.554782881760218,0.71366384594603,0.559941933016569
"simon.incongruent_avg_rt","Simon","incongruent avg rt","task",0.719,"Pearson",7,75,"Paap and Sawi (2016)","condition","raw","rt",1,0,"",160,20,0.554782881760218,0.71366384594603,0.559941933016569
"simon.incongruent_sd_rt","Simon","incongruent sd rt","task",0.81,"ICC",66.5,23,"Wöstmann et al. (2013)","condition","raw","rt",1,0,"",220,NA,0.375016271958934,0.542820583365878,0.389317841171098
"simon.simon_acc","Simon","simon acc","task",0.1,"Pearson",7,37,"De Jong et al. (2003)","difference","raw","accuracy",1,0,"",160,NA,0.419755714222789,0.583739293618057,0.432952688334795
